NO;HHNO;ORIGINALPERSONID
47777609;19098240;4579
47777726;19098295;2804
47778951;19098794;6050
47778965;19098800;5389
47779398;19098992;6724
47779913;19099213;274
47779941;19099213;4037
47779959;19099213;6402
47779961;19099213;8169
47779985;19099238;6210
47780042;19099238;2288
47780052;19099262;3411
47780184;19099319;7288
47780253;19099319;3585
47780393;19099398;1976
47780433;19099413;3551
47780540;19099455;2352
47780579;19099467;4625
47780661;19099499;303
47780687;19099511;7557
47780735;19099511;4512
47780741;19099511;7185
47780882;19099598;6487
47780948;19099622;7486
47781078;19099674;2055
47781231;19099739;2067
47781258;19099754;5524
47781269;19099761;7795
47781286;19099761;5791
47781793;19099977;3023
47782042;19100085;5242
47782044;19100085;4915
47782095;19100106;6017
47782198;19100147;5979
47782237;19100147;6522
47782246;19100165;3413
47782304;19100165;4396
47782316;19100165;7168
47782436;19100240;6680
47782726;19100348;7995
47782823;19100385;1512
47782835;19100385;7536
47782836;19100385;3266
47783132;19100511;16
47783138;19100516;5435
47783267;19100566;7517
47783414;19100620;6623
47783423;19100623;5253
47783459;19100639;3391
47783476;19100639;1277
47783493;19100651;6202
47783536;19100651;875
47783631;19100717;2128
47783657;19100726;5513
47783674;19100726;5235
47783714;19100749;6043
47783823;19100792;2981
47783841;19100800;3353
47784503;19101066;4860
47784544;19101081;7845
47784581;19101096;6920
47784592;19101096;2775
47784693;18110112;3216
47784969;19101263;2390
47784996;19101275;6078
47785869;19101635;2615
47785884;19101635;3132
47786139;18110172;3693
47786187;19101780;5198
47786227;19101780;264
47786481;19101906;2981
47786584;19101948;476
47786612;19101948;7037
47786624;19101948;6186
47786676;19101948;3903
47786694;19101948;116
47786708;19101999;1187
47786803;19102038;5482
47786808;19102041;1926
47786818;19102044;4689
47786851;19102059;1260
47787130;19102178;5456
47787164;19102178;989
47787186;19102200;646
47787195;19102200;615
47787205;19102200;6106
47787210;19102211;4486
47787237;19102211;8146
47787244;19102224;6594
47787257;19102231;436
47787297;19102247;1865
47787346;19102267;4526
47787366;19102267;6491
47787413;19102267;7069
47787424;19102299;2700
47787461;19102310;7606
47787973;19102511;2084
47788017;19102532;1653
47788022;19102532;7304
47788050;19102532;5393
47788202;19102609;6346
47789001;19102926;5947
47789022;19102935;2639
47789101;18110294;1350
47789109;18110294;6517
47789511;19103139;4375
47789578;19103165;7776
47789643;19103165;2985
47789738;19103236;5256
47789751;19103236;1645
47789778;19103236;4176
47789801;19103265;1401
47789841;19103283;7945
47789855;19103283;2209
47789962;19103283;3272
47789967;19103283;6931
47790113;19103394;1023
47790154;19103394;4222
47790243;19103449;1868
47790373;19103449;7453
47790620;19103614;2346
47790629;19103614;6576
47790642;19103614;2525
47790670;19103639;6288
47790694;19103639;5178
47790710;19103639;5661
47791190;19103855;6512
47791196;19103860;5704
47791288;19103899;3941
47791361;19103926;4512
47791524;19103990;1195
47791658;19104039;1579
47791661;19104039;5247
47791676;19104039;8018
47791698;19104039;98
47791724;19104039;7286
47792092;19104220;1945
47792105;19104225;26
47792984;19104573;325
47793007;19104573;3347
47793096;19104620;7770
47793185;19104652;6788
47793224;19104668;393
47793225;19104669;2330
47793237;19104673;5337
47793241;19104673;953
47793265;19104673;19
47793278;19104673;2764
47793289;19104673;206
47793383;19104739;174
47793413;19104739;5820
47793436;19104760;7567
47793438;19104760;4702
47793447;19104764;1158
47793455;19104764;959
47793464;19104771;2614
47793466;19104772;8031
47793542;19104806;7484
47793597;19104806;2235
47794295;19105102;5048
47794308;19105102;3443
47794326;19105116;6276
47794693;19105277;3034
47794703;19105277;6580
47794911;19105364;2429
47794982;19105364;5412
47795020;19105411;3449
47795072;19105430;3111
47795079;19105433;275
47795080;19105433;7341
47795122;19105451;5580
47795156;19105451;1073
47795190;19105481;1292
47795224;19105481;5483
47795272;19105481;5547
47795297;19105481;3987
47795368;19105481;5639
47795393;19105559;8015
47795582;19105631;6793
47795977;19105794;5383
47796007;19105805;1359
47796020;18110581;4472
47796064;19105833;5472
47796077;19105840;563
47796078;19105840;5421
47796121;19105840;2978
47796311;19105840;3506
47796321;19105932;1988
47796353;19105932;5228
47796491;19106000;7893
47796507;19106007;5371
47796515;19106010;4560
47796924;19106176;2171
47797319;19106335;2864
47797674;19106480;5764
47797711;19106480;3336
47797807;19106523;2849
47798628;19106871;4813
47798770;19106929;6983
47798805;19106929;2245
47798911;19106929;1165
47798956;19107002;1694
47799008;19107002;2164
47799119;19107080;2205
47799143;19107080;1520
47799208;19107118;7709
47799303;19107156;4138
47799336;19107167;2606
47799404;19107200;3845
47799428;19107208;2214
47799602;19107275;5241
47799642;19107275;4365
47799646;19107291;5243
47799677;19107305;3043
47799699;19107305;2498
47799819;19107305;6888
47799859;19107381;8215
47800032;19107450;5703
47800162;19107502;1405
47800187;19107502;6469
47800514;19107653;6961
47800540;19107653;6776
47800552;19107668;2439
47800554;19107668;3557
47801209;19107943;3367
47801262;19107971;1444
47801345;19107971;7137
47801373;19108012;1339
47801377;19108012;2606
47801385;19108012;3488
47801408;19108026;2970
47801410;19108026;4702
47801431;19108032;6018
47801457;19108043;482
47801577;19108043;1148
47801580;19108043;5427
47801630;19108114;5516
47801683;19108114;8073
47801725;19108114;4750
47801805;19108187;769
47801825;19108197;5667
47802040;19108288;7393
47802118;19108288;382
47802194;19108348;6401
47802220;19108358;7689
47802231;19108358;5415
47802581;19108516;2743
47802682;19108558;2105
47803577;19108922;3343
47803785;19109004;7247
47803930;19109004;2863
47803954;19109004;2216
47803982;19109087;2183
47803997;19109087;4200
47804036;19109087;6781
47804081;19109131;185
47804105;19109147;8195
47804162;19109170;642
47804233;19109196;5674
47804268;19109210;1383
47804326;19109239;7154
47804410;19109269;3096
47804442;19109283;5271
47804477;19109298;6666
47804513;19109298;2219
47804571;19109298;853
47804575;19109339;1813
47804577;19109340;214
47804580;19109341;6709
47804630;19109360;1073
47804656;19109360;5248
47804688;19109380;6302
47804911;19109460;503
47805211;19109576;487
47805238;19109576;6727
47805655;19109758;4467
47805719;19109788;2876
47805723;19109788;7555
47805724;19109788;6796
47806345;19110043;7536
47806548;19110131;137
47806567;19110131;3653
47806783;19110225;6538
47806803;19110225;5535
47806881;19110263;5754
47806913;19110273;6125
47806928;19110273;911
47807126;19110354;4112
47807192;19110383;3960
47807196;19110383;6328
47807200;19110383;4329
47807257;19110407;4184
47807286;19110407;5022
47807315;19110431;4441
47807473;19110491;3089
47807495;19110501;7291
47807497;19110501;2679
47807551;19110528;3050
47807570;19110537;3737
47807649;19110571;2641
47807736;19110609;5646
47807930;19110693;7674
47807965;19110705;7121
47808393;19110883;1982
47808399;19110885;345
47808435;19110895;1076
47808474;19110912;4378
47808484;19110912;7716
47808495;19110912;4178
47808523;19110912;731
47808558;19110912;3967
47808573;19110952;2816
47808586;19110957;7032
47808632;19110974;2746
47808672;19110987;2230
47808674;19110987;2214
47808687;19110998;1709
47808708;19111006;5900
47808734;19111015;3923
47808735;19111015;1501
47808738;19111015;2420
47808842;19111057;1516
47808844;19111057;4770
47808964;19111057;7583
47809320;19111268;6864
47809339;19111282;1136
47809704;19111437;2070
47809855;19111505;2101
47809898;19111527;2651
47809922;19111527;5569
47809933;19111527;3969
47809990;19111558;1021
47810049;19111578;535
47810063;19111585;2302
47810152;19111621;5144
47810165;19111621;6363
47810224;19111649;2589
47810243;19111655;6419
47810359;19111699;4393
47810418;19111699;5822
47810439;19111733;1650
47810463;19111744;1863
47810488;19111744;4002
47810543;19111776;7519
47810545;19111776;5846
47810572;19111787;2433
47810694;19111839;3674
47810704;19111839;3765
47810731;19111854;4667
47810791;19111877;6895
47810828;19111877;5433
47810969;19111947;1684
47811291;19112083;6724
47811347;19112083;3861
47811792;19112289;1502
47811844;19112313;2536
47812912;19112758;4547
47813019;19112803;196
47813030;19112807;8160
47813060;19112819;2495
47813080;19112828;6029
47813163;19112864;6797
47813187;19112872;3140
47813230;19112872;277
47813240;19112892;6695
47813255;19112898;1979
47813272;19112898;6071
47813805;19113121;8127
47813820;19113121;7100
47813892;19113158;4822
47813938;19113181;2631
47813983;19113181;6756
47814237;19113300;2633
47814269;19113300;2909
47814549;19113428;2025
47814725;19113505;1498
47814727;19113505;4769
47815281;19113726;3565
47815472;19113807;5477
47815498;19113807;3873
47815512;19113807;5652
47816348;18111414;2841
47816354;18111414;6934
47816356;19114171;1211
47816362;19114171;3140
47816435;19114201;6798
47816468;19114213;7736
47816641;19114283;586
47816671;19114283;8086
47816770;19114334;6834
47816779;19114334;7989
47816826;19114361;5241
47816931;19114361;4484
47817038;19114451;8132
47817058;19114451;6159
47817081;19114451;2476
47817133;19114495;7126
47817215;19114536;1530
47817226;19114542;3558
47817230;19114542;870
47817243;19114542;6618
47817244;19114548;5969
47817312;19114548;6678
47817428;19114620;6802
47817695;19114734;8060
47817834;19114793;3607
47818160;19114926;803
47818245;19114926;2429
47818379;19115021;5553
47818445;19115021;584
47818472;19115056;3463
47818483;19115056;4705
47818538;19115080;906
47818593;19115080;4810
47818640;19115121;907
47818696;19115121;193
47818798;19115189;7097
47818987;19115262;6258
47818989;19115262;7985
47819044;19115285;5528
47819084;19115285;753
47819133;18111530;4200
47819147;18111530;4908
47819227;19115357;6009
47819295;19115383;7373
47819321;19115392;7946
47819328;19115396;2724
47819439;19115438;5406
47819454;19115446;4295
47819471;19115446;662
47819572;19115496;3554
47819595;19115505;3033
47819653;19115505;3585
47819690;19115538;7543
47820061;18111570;5308
47820097;19115719;2748
47820550;19115905;2888
47820572;19115905;3788
47820997;19116075;2025
47821008;19116080;7815
47821009;19116080;6950
47821031;19116080;2612
47821060;19116080;2864
47821495;19116272;1655
47821677;19116343;3808
47821754;19116375;2415
47821757;19116375;1006
47821796;19116392;6025
47821827;19116392;5845
47821849;19116392;133
47821852;19116413;3420
47821939;19116444;34
47821940;19116444;4356
47822115;19116518;7835
47822314;19116599;7437
47822331;19116608;2086
47822332;19116608;7163
47822734;19116771;7801
47822787;19116771;834
47822842;19116815;317
47822847;19116817;2002
47822885;19116817;5508
47822899;19116837;3495
47822988;19116867;7046
47823214;19116966;7334
47823271;19116966;6667
47823389;19116966;3101
47823611;19117130;4137
47823616;19117130;2952
47823627;19117130;200
47823647;19117145;6366
47824338;19117416;7245
47824379;19117431;5679
47824424;19117431;7827
47824459;19117431;753
47824506;19117431;1392
47824594;19117529;3161
47824687;19117573;3866
47824690;19117576;113
47824743;19117576;212
47824749;19117576;3801
47824759;19117576;6084
47824780;19117610;3217
47824874;19117651;4757
47824906;19117662;7600
47824908;19117662;865
47825258;19117808;4607
47825331;19117849;2212
47825336;19117849;4178
47825410;19117882;8057
47825426;19117890;3597
47825513;19117890;3688
47825845;19118070;1834
47825920;19118101;272
47825924;19118101;4681
47826661;19118405;3274
47826812;19118469;4214
47826834;19118469;187
47826935;19118469;1125
47826943;19118529;2373
47827042;19118570;3937
47827071;19118584;888
47827196;19118637;985
47827209;19118637;8278
47827223;19118648;270
47827360;19118703;8259
47827365;19118706;3287
47827483;19118750;2986
47827603;19118750;3416
47827604;19118750;7278
47827624;19118800;3045
47827686;19118800;4357
47827736;19118800;4384
47827890;19118800;3202
47827891;19118905;1353
47827893;19118906;5710
47827955;19118932;8045
47827980;19118941;736
47827981;19118941;5781
47828011;19118941;6110
47828045;19118941;3987
47828052;19118970;4792
47828101;19118970;6510
47828170;19119028;2486
47828539;19119198;1236
47828540;19119198;2338
47828722;19119276;515
47829039;19119407;6518
47829055;19119414;4953
47829063;19119414;6386
47829118;19119414;6075
47829870;19119734;4534
47829884;19119734;6460
47830026;19119804;3264
47830030;19119804;5541
47830031;19119804;6029
47830120;19119840;5666
47830154;19119855;2597
47830160;19119855;3026
47830275;19119906;625
47830434;19119985;864
47830818;19120143;4084
47830921;19120188;1480
47830956;19120204;4790
47831209;19120294;7326
47831223;19120294;3869
47831293;19120327;6025
47831301;19120327;3025
47831344;19120344;1920
47831387;19120366;4689
47831405;19120366;7620
47831441;19120366;5215
47831827;19120560;1176
47832402;19120803;3764
47832422;19120803;2739
47832732;19120949;3269
47832781;19120967;1296
47832812;19120967;4707
47833218;19121135;287
47833263;19121148;7262
47833306;19121160;531
47833321;19121167;5792
47833334;19121167;653
47833380;19121189;3498
47833495;19121239;3118
47833573;19121272;7055
47833718;19121272;3368
47833839;19121387;1977
47833846;19121387;8085
47833898;19121387;1160
47834116;19121505;4832
47834187;19121533;7155
47834241;19121554;118
47834262;19121562;4507
47834272;19121562;5579
47834783;19121766;6996
47834821;19121766;4764
47834847;19121766;6962
47834888;19121766;1002
47834946;19121766;6430
47834955;19121766;6989
47835130;19121921;238
47835443;18112204;4274
47835951;19122264;2313
47836194;19122363;1287
47836210;19122368;2948
47836283;19122392;1611
47836285;19122393;4590
47836299;19122398;6802
47836322;19122398;6017
47836323;19122398;7495
47836346;19122398;1804
47836365;19122426;4629
47836441;19122426;1419
47836454;19122463;7221
47836485;19122463;5960
47836506;19122486;944
47836514;19122486;7059
47836742;19122582;2285
47836894;19122645;1565
47836912;19122645;3230
47837007;19122645;2465
47837016;19122645;5531
47837038;19122645;1379
47837065;19122645;5726
47837111;19122729;6464
47837129;19122737;6535
47837135;19122737;256
47837277;19122795;5319
47837464;19122880;4495
47837488;19122891;5262
47837500;19122896;6405
47837540;19122896;415
47838288;19123199;1675
47838296;19123199;4874
47838691;19123365;3079
47838728;19123365;2934
47839983;19123919;6299
47839987;19123919;4910
47840670;19124188;6780
47841019;19124329;2810
47841056;19124329;1793
47841064;19124349;2066
47841068;19124349;3273
47841119;19124349;4262
47841895;19124687;4647
47841904;19124687;7067
47841928;19124702;3878
47841945;19124712;3236
47841988;19124729;4167
47841994;19124729;2858
47842002;19124729;6767
47842223;19124830;223
47842235;19124830;4562
47842248;19124837;805
47842274;19124851;4859
47842483;19124936;2735
47842764;19125051;5032
47842809;19125051;2137
47843006;19125153;4697
47843056;19125153;4784
47843551;19125371;3784
47843563;19125371;5281
47843575;19125371;5415
47843960;19125533;5746
47844219;19125630;817
47844228;19125633;7836
47844269;19125652;4800
47844385;19125699;3120
47844486;19125699;8147
47844516;19125749;3268
47844627;19125797;5455
47844651;19125797;2187
47844657;19125797;7207
47844920;19125917;8241
47845018;19125960;2489
47845028;19125964;2910
47845048;19125964;4299
47845631;19126205;7437
47845788;19126263;6871
47846119;19126415;4216
47846182;19126415;5659
47846202;19126445;3102
47846226;19126445;6754
47846264;19126475;572
47846392;19126524;131
47846398;19126524;5669
47846435;19126539;2387
47846475;19126539;5071
47846834;19126708;1010
47846858;19126708;5042
47847327;19126893;4403
47847333;19126893;2909
47847335;19126896;3773
47847527;19126973;3138
47847684;19127034;1651
47847730;19127034;4160
47847762;19127066;8206
47848039;19127181;2149
47848240;19127259;4375
47848299;19127259;4961
47848489;19127354;1730
47848670;19127354;1248
47848689;18112743;5383
47849261;19127665;6251
47849738;18112786;1792
47849782;19127877;6035
47849794;19127877;548
47849802;19127877;4951
47849813;19127877;7709
47849888;19127877;7873
47850018;19127973;8086
47850021;19127973;4822
47850049;19127973;5352
47850154;19127973;6732
47850201;19128042;823
47850212;19128045;4764
47850275;19128045;5816
47850411;19128141;3128
47850482;19128175;4942
47850526;19128194;3015
47850571;19128194;2858
47850938;19128371;4722
47850939;19128371;6636
47850976;19128385;7580
47850990;19128390;4773
47850991;19128390;4818
47851084;19128390;7761
47851141;19128445;4308
47851155;19128445;6363
47851181;19128445;3009
47851202;19128445;6116
47851353;19128531;1496
47851756;19128695;1181
47851948;19128771;1360
47852463;19128988;5539
47852505;19129009;6972
47852630;19129069;703
47852680;19129095;1719
47852707;19129102;7010
47852717;19129105;4219
47852890;19129181;7572
47852932;19129200;6110
47852935;19129202;7138
47853019;19129202;5121
47853067;19129260;457
47853096;18112927;4444
47853111;18112927;4356
47853275;18112934;5052
47853286;18112934;3694
47853293;18112934;5470
47853334;18112934;3231
47853335;18112934;5115
47853495;19129439;6953
47853517;19129448;7082
47853674;19129448;5203
47853720;19129448;5225
47854589;19129880;5378
47854593;19129880;4747
47854640;19129880;6992
47854657;19129909;4485
47854690;19129909;5690
47854710;19129930;1253
47854725;19129935;2385
47854760;19129956;4539
47854782;19129956;7636
47854809;19129956;6715
47854885;19129956;993
47854902;19130006;3819
47854903;19130006;738
47854916;19130006;5393
47855725;19130345;2479
47856011;19130467;21
47856030;19130473;3854
47856060;19130487;4183
47856093;19130487;5913
47856439;19130642;7412
47856457;19130642;2003
47856511;19130674;5176
47856537;19130686;3241
47856571;19130703;4149
47857777;19131202;4773
47857862;19131202;4679
47858470;19131487;3578
47858618;19131548;4074
47858619;19131548;506
47858633;19131548;5082
47858743;19131588;1634
47858782;19131588;5867
47858846;19131630;4959
47858875;19131643;4134
47859049;19131715;1587
47859085;19131715;984
47859179;19131770;7316
47859303;19131830;4582
47859344;19131830;1323
47859410;19131872;8135
47859489;19131872;5844
47859540;19131925;5654
47859547;19131925;2325
47859565;19131925;582
47859596;19131925;4823
47859621;19131960;7949
47859765;19132021;5609
47860224;19132224;7248
47860688;19132405;2933
47860938;19132504;3073
47860992;19132532;1675
47860997;19132532;6094
47861064;19132532;895
47861068;19132564;136
47861120;19132583;5859
47861191;19132583;3641
47861213;19132623;6456
47861346;19132681;324
47861399;19132701;5221
47861449;19132722;4349
47861465;19132727;5688
47861536;19132751;7563
47861981;19132924;2531
47861984;19132925;1843
47862782;19133255;897
47862785;19133256;5068
47862835;19133278;5426
47862901;19133299;3428
47862914;19133299;7885
47862954;19133316;396
47862959;19133316;3696
47863016;19133344;50
47863333;19133481;3950
47863384;19133500;6431
47863389;19133502;1562
47863451;19133502;1082
47863515;19133560;7646
47863552;19133576;5600
47863558;19133578;509
47863567;19133578;6791
47863810;19133681;2054
47864180;19133837;3295
47864196;19133837;7341
47864210;19133837;6508
47865012;19134189;3383
47865038;19134189;1339
47865388;19134362;7753
47865888;19134568;3035
47865932;19134586;8092
47866145;19134670;4845
47866181;19134670;3416
47866226;19134703;2278
47866242;19134709;2954
47866266;19134719;7665
47866964;19134992;2408
47867021;19135013;2272
47867034;19135013;3307
47867157;19135068;5305
47867238;19135068;5126
47867279;19135120;4438
47867300;19135120;5848
47867601;19135252;673
47867981;19135404;2339
47868393;19135585;4425
47868449;19135585;3225
47869454;19136047;4857
47869470;19136056;2650
47869480;19136056;4652
47869885;19136227;247
47869893;19136227;777
47869926;19136249;4742
47869927;19136249;575
47870196;19136358;723
47870217;19136358;2418
47870287;19136395;960
47870361;19136429;1662
47870392;19136444;3566
47870399;19136449;4571
47870400;19136449;6937
47870480;19136483;1564
47870875;19136658;5976
47870955;19136658;7058
47870978;19136696;4940
47871529;19136920;4484
47871583;19136920;2882
47871597;19136952;5951
47871614;19136958;2608
47871649;19136973;115
47871804;19137040;6387
47871885;19137040;7962
47871994;19137125;2435
47872022;19137125;4783
47872085;19137166;6607
47872102;19137166;4030
47872227;19137228;6146
47872335;19137267;1740
47872338;19137267;3180
47872442;19137316;4619
47872444;19137317;1295
47872467;19137325;2857
47872508;19137340;2032
47872662;19137403;1821
47873376;19137702;5441
47873390;19137702;5426
47873825;19137871;450
47874239;19138058;3467
47874287;19138076;436
47874340;19138076;734
47874375;19138076;2906
47874591;19138190;3285
47874592;19138190;2340
47874780;19138270;5816
47874790;19138274;7805
47874791;19138274;4621
47874831;19138291;6535
47875292;19138484;4339
47875303;19138489;7153
47875333;19138502;983
47875359;19138511;4292
47875369;19138511;316
47875459;19138555;4213
47875571;19138555;2077
47875593;19138555;1990
47875920;19138736;530
47876352;19138918;2651
47876579;19139017;1969
47876694;19139067;3918
47876702;19139067;6827
47876984;19139186;5260
47877036;19139186;405
47877041;19139207;3886
47877079;19139223;2185
47877254;19139300;5792
47877270;19139300;777
47877641;19139481;3945
47877672;19139494;7649
47877679;19139494;8087
47877732;19139520;8017
47877754;19139530;2707
47878595;18113986;3498
47878642;18113986;2281
47878645;18113986;4815
47878646;19139887;3559
47878686;19139903;4484
47878836;19139903;2170
47878900;19139903;3312
47879318;19140149;3400
47879319;19140149;6742
47879346;19140160;7784
47879361;19140164;3377
47879391;19140174;4194
47879442;19140174;8097
47879751;19140315;3451
47879754;19140317;3188
47879775;19140317;2019
47880028;19140430;6181
47880049;19140430;4991
47880171;19140430;6821
47880361;19140569;4737
47880384;19140569;5750
47880402;19140569;3066
47880635;19140677;7758
47880669;19140677;4792
47880674;19140677;4741
47880706;19140706;5224
47880835;19140768;5804
47880843;19140771;2704
47880850;19140771;3663
47880865;19140780;8232
47881077;19140863;2563
47881857;19141194;7612
47882402;19141429;7235
47882419;19141429;79
47882767;19141576;4793
47882779;19141581;3969
47882819;19141598;4592
47883107;19141719;4354
47883136;19141732;7115
47883153;19141738;2927
47883157;19141738;2978
47883184;19141752;174
47883400;19141838;5223
47883417;19141838;5344
47883682;19141959;5010
47883879;19142035;5547
47883945;19142035;6023
47884500;19142302;5252
47884550;19142302;4158
47884599;19142343;6970
47884610;19142349;3965
47884695;19142384;5259
47884735;19142398;7388
47884854;19142450;5447
47884857;19142450;2979
47884916;19142450;5869
47884967;19142493;4874
47884978;19142493;428
47884995;19142503;3960
47885375;19142671;1439
47885654;19142773;7310
47886036;19142944;2549
47886046;19142944;7334
47886088;19142962;5548
47886623;19143193;4257
47886825;19143274;5137
47886852;19143274;6080
47886873;19143295;4174
47886899;19143295;1213
47886917;19143312;6707
47886928;19143312;5331
47887175;19143418;2586
47888483;19143954;2725
47888867;19144109;3210
47888918;19144109;4337
47888969;19144149;3482
47888973;19144150;582
47889031;19144169;6264
47889337;19144287;4592
47889415;19144316;1958
47889422;19144317;6265
47889535;19144368;7287
47889539;19144368;5690
47889715;19144451;5994
47889849;19144509;7237
47889853;19144509;1304
47889904;19144509;3046
47890298;19144693;1946
47890314;19144693;3298
47890381;19144693;3642
47890571;19144805;7909
47891046;19144998;3720
47891089;19144998;2209
47891110;19145022;6701
47891366;19145123;61
47891369;19145123;257
47891386;19145134;495
47891437;19145156;4447
47891456;19145156;7803
47891490;19145156;4971
47891518;19145188;1233
47891742;19145285;713
47891976;19145386;5813
47892000;19145397;7050
47892002;19145397;5217
47892046;19145397;1064
47892536;19145629;5821
47892599;19145629;141
47892614;19145629;757
47892637;19145675;6437
47893205;19145912;8262
47893217;19145917;937
47893233;19145925;1580
47893316;19145963;2642
47893661;19146107;6578
47893868;19146107;7727
47894465;19146446;3733
47894873;19146604;7270
47894891;19146611;1135
47895132;19146713;1347
47895137;19146713;5130
47895160;19146713;4526
47895196;19146713;2839
47895233;19146713;5640
47895304;19146784;6308
47895555;19146885;497
47895585;19146896;6860
47895586;19146896;1712
47895634;19146921;4325
47895674;19146938;2303
47895696;19146938;5855
47895722;19146938;8102
47895818;19146990;6999
47896572;19147306;4620
47896738;19147379;6085
47896970;19147475;4181
47897004;19147475;1303
47897026;19147475;7139
47897060;19147475;135
47897128;19147538;5377
47897470;19147678;1136
47897483;19147678;3805
47897777;19147802;4736
47897780;19147802;4425
47897791;19147808;3779
47897805;19147808;494
47897894;19147850;1312
47898010;19147897;6982
47898019;19147897;3758
47898023;19147903;5628
47898377;19148042;521
47898390;19148042;2353
47898427;19148042;5055
47898499;19148042;4212
47898550;19148109;1701
47898860;19148247;3600
47898899;19148260;5382
47899765;19148613;1963
47899798;19148626;2114
47899857;19148626;1267
47899866;19148626;668
47900023;19148716;3621
47900232;19148796;7789
47900238;19148796;298
47900253;19148804;8100
47901249;19149205;3068
47901631;19149351;1866
47901637;19149354;5880
47901644;19149354;3068
47901694;19149354;1235
47901815;19149427;8214
47902023;19149517;2811
47902249;19149517;4027
47902417;19149684;4113
47902519;19149726;946
47902521;19149726;5146
47902623;19149764;1685
47902668;19149781;8089
47903200;19150000;3426
47903360;19150075;4193
47903972;19150340;5861
47904658;19150609;1784
47904788;19150666;2628
47904814;19150677;5262
47904843;19150691;4339
47904901;19150691;4647
47904934;19150691;2628
47905008;19150759;6980
47905330;19150889;1138
47905437;19150889;3250
47905441;19150889;6674
47905464;19150945;833
47905475;19150945;1480
47905545;19150978;277
47906017;19151182;2113
47906027;19151182;1315
47906165;19151242;4660
47906181;19151242;7898
47906195;19151242;4020
47906899;19151547;2631
47906923;19151557;2238
47907215;19151680;54
47907245;19151694;5993
47907390;19151694;6468
47907478;19151791;7179
47907488;19151795;4327
47907563;19151828;415
47908175;19152078;797
47908194;19152078;7409
47908667;19152289;932
47909020;19152428;7683
47909046;19152440;4154
47909056;19152440;6654
47909058;19152440;7526
47909185;19152499;2720
47909550;19152652;3857
47909613;19152652;4004
47909640;19152690;6118
47909643;19152690;5636
47909655;19152690;803
47909869;19152796;3205
47909882;19152802;913
47910262;19152955;5230
47910270;19152955;6012
47910293;19152955;507
47910336;19152955;8155
47910364;19152955;7118
47910923;19153226;2233
47910981;19153253;7950
47911448;19153435;6798
47911472;19153435;4883
47911479;19153452;2054
47911482;19153454;1535
47911487;19153452;3736
47911618;19153504;8278
47911691;19153529;1553
47911947;19153629;6535
47912060;19153676;1808
47912090;19153688;7465
47912329;19153790;2744
47912353;19153790;4197
47912400;19153824;883
47912464;19153824;5681
47913260;19154193;477
47913261;19154193;2957
47913267;19154193;6205
47913474;19154289;458
47913537;19154311;4487
47913634;19154311;5504
47913768;19154404;563
47913790;19154411;933
47914079;19154524;11
47914114;19154536;3841
47914781;19154811;4691
47915405;19155069;3009
47915461;19155069;3025
47915639;19155158;3766
47915673;19155171;3224
47915790;19155217;7890
47916198;19155396;3590
47916228;19155396;4446
47916319;19155396;6904
47916375;19155462;2787
47916410;19155482;1181
47916434;19155496;6514
47916591;19155559;74
47916904;19155698;7203
47916924;19155698;7412
47917138;19155787;7212
47918065;19156184;322
47918215;19156242;4834
47918222;19156242;2740
47918259;19156258;953
47918309;19156258;3935
47918329;19156285;2628
47918417;19156285;7631
47918482;19156348;6949
47918612;19156348;7621
47918690;19156434;3363
47918712;19156434;4957
47918942;19156541;3424
47919020;19156570;2160
47919342;19156692;4392
47919369;19156692;81
47919419;19156719;986
47920133;19157024;154
47920139;19157024;7291
47920207;19157057;4452
47920557;19157201;368
47920576;19157212;2426
47920600;19157212;3732
47920656;19157252;3937
47920659;19157254;7852
47921022;19157408;6195
47922320;19157931;2208
47922839;19158173;1453
47923040;19158254;2656
47923109;19158282;4781
47923175;19158282;5922
47923289;19158374;6577
47923498;19158464;2169
47923632;19158513;1891
47923637;19158513;5205
47923644;19158513;6039
47923693;19158542;2847
47923726;19158542;6311
47923793;19158584;3768
47923827;19158594;7846
47924456;19158851;1617
47924882;19159027;8204
47924984;19159027;676
47925600;19159351;3398
47925804;19159437;1353
47925889;19159437;6167
47926009;19159530;2992
47926024;19159535;6244
47926025;19159536;1360
47926061;19159536;3225
47926398;19159691;6034
47926399;19159691;6192
47926409;19159697;224
47926437;19159710;7082
47927080;19159973;6854
47927083;19159974;3726
47927087;19159974;6181
47927091;19159974;3442
47927694;19160210;6240
47927717;19160218;1812
47927740;19160218;2909
47927750;19160218;5227
47927879;19160276;7313
47927925;19160276;6860
47927926;19160295;731
47928074;19160361;2590
47928153;19160391;1949
47928244;19160431;1585
47928844;19160685;535
47928871;19160685;1929
47929529;19160969;6307
47929558;19160969;1609
47929592;19160969;6630
47929632;19161011;4303
47929771;19161068;4307
47929857;19161106;308
47929981;19161159;7431
47929984;19161161;7737
47930042;19161183;7950
47930202;19161247;5862
47930221;19161247;2589
47930733;19161470;263
47931203;19161664;170
47932031;19162003;2967
47932038;19162005;3509
47932084;19162022;346
47932404;19162160;3799
47932420;19162166;1273
47932608;19162238;5101
47933438;19162564;3974
47933446;19162564;3812
47933450;19162572;3365
47933551;19162611;2486
47934278;19162936;1858
47934748;19163138;7777
47934796;19163161;4941
47934875;19163191;3217
47934971;19163226;6142
47935049;19163262;5659
47935080;19163262;1688
47935230;19163339;7039
