NO;LOCATIONNO;ORIGINALHHID
19470399;439646;3959
19470438;439668;4894
19470466;439710;1951
19470698;439721;4244
19470708;439728;408
19471035;439755;3549
19471047;439867;1053
19471113;439973;3441
19471402;439986;1873
19471466;440108;2625
19471687;440213;651
19471963;440305;2397
19471993;440635;3746
19472181;440655;4475
19472322;440996;1933
19472432;441049;4161
19472587;441107;2585
19472690;441135;4800
19472899;441361;4281
19472987;441440;4002
19473101;441479;835
19473170;441587;124
19473248;441629;657
19473625;441833;144
19473656;441847;4069
19474054;441888;4033
19474172;442005;215
19474210;442493;1394
19474400;442571;531
19474603;442578;624
19474730;442601;4072
19475182;442679;750
19475229;442707;2663
19475241;442837;2004
19475555;442898;4205
19475840;442981;4675
19476122;443267;1915
19476249;443292;917
19476657;443321;4628
19477148;443473;2216
19478761;444359;1175
19478874;444409;311
19478948;444470;763
19479108;444472;4159
19479257;444548;4179
19479339;444727;4008
19479471;444774;4762
19479489;444846;927
19479574;444895;5043
19479666;444971;3243
19479712;445004;3147
19479741;445089;3945
19479785;445146;3532
19479891;445154;2046
19480068;445155;4893
19480136;445347;29
19480317;445355;440
19480331;445553;3889
19480448;445689;3268
19480688;445699;622
19480999;445802;747
19481010;445876;493
19481533;445926;2337
19481610;446020;1801
19481626;446106;2210
19481650;446208;2296
19482392;446222;2019
19482438;446289;2675
19482595;446356;1137
19482724;446551;3755
19482962;446675;3749
19483338;446682;2851
19484024;446812;791
19484155;446898;1491
19484332;446927;3777
19484340;447383;955
19484399;447441;5085
19484440;447548;3599
19484462;447744;3691
19484726;447762;2238
19484757;447777;2784
19484937;447832;5021
19484953;447862;4340
19485094;447880;2637
19485178;447938;4480
19485182;448030;4098
19485442;448082;4077
19485459;448121;3059
19485498;448142;3871
19485553;448151;1707
19485677;448349;651
19485734;448436;1178
19485763;448548;365
19485882;448653;2866
19486128;448720;2382
19486282;448743;2856
19486397;448843;2664
19486473;448855;1352
19486524;448945;4338
19486573;448970;4972
19486670;449148;1724
19486822;449249;3861
19487234;449350;4289
19487280;449522;78
19487465;449582;2479
19487707;449954;5160
19487992;450477;645
19488156;450530;193
19488368;450573;736
19488477;450825;2568
19488820;450973;5016
19489022;451094;459
19489037;451100;3604
19489350;451118;5014
19489477;451219;4741
19489567;451271;770
19489582;451359;3596
19489635;451418;4524
19489666;451453;3834
19489909;451750;1745
19490186;452213;4261
19490224;452326;3497
19490568;452376;3247
19491014;452378;3925
19491128;452417;945
19491314;452570;302
19491316;452684;640
19491318;452857;1290
19491525;453045;552
19491531;453133;4581
19491665;453489;1945
19491805;453634;4306
19492081;453680;3824
19492412;453775;2474
19492664;453959;961
19492730;454051;4839
19492929;454064;2964
19493126;454068;4238
19493302;454110;2073
19493419;454120;1772
19493502;454123;3824
19493728;454152;1148
19493884;454387;145
19493921;454396;4819
19494056;454453;3855
19494148;454497;2368
19494233;454660;430
19494245;454702;3169
19494620;454752;325
19494666;454765;1717
19494705;454781;2164
19494820;454835;723
19494917;454863;4531
19495041;454934;203
19495051;454998;2973
19495093;455080;1728
19495190;455134;817
19495240;455146;4387
19495326;455190;380
19495380;455283;2611
19495563;455450;1000
19495576;455588;225
19495818;455822;474
19495896;455967;5021
19496228;456396;3321
19496606;456463;775
19496663;456542;1595
19496918;456592;4649
19496931;456943;2805
19498023;457007;3401
19498603;457044;1167
19498989;457187;4799
19499175;457209;991
19499353;457212;3465
19499580;457364;36
19499607;457442;1439
19499631;457491;4693
19499675;457501;3421
19499686;457649;2811
19499758;457687;4515
19501294;459381;78
19503900;461811;3277
19504944;462144;582
19505223;462162;5026
19505726;462184;3938
19506148;462357;3554
19506323;462602;3307
19506332;463178;783
19506340;463468;25
19506439;463553;1951
19506740;463574;1776
19507016;463671;1941
19507225;463725;57
19507572;463726;1783
19507576;463885;2151
19507737;463910;1948
19508502;464311;4439
19550057;482962;1384
19558296;486804;2262
19558553;487309;677
19558596;487310;39
19558630;487518;640
19558638;487570;1256
19558728;487747;105
19558963;487855;4292
19559036;487877;1066
19559046;488063;1829
19559212;488244;4536
19559471;488391;1329
19559488;488517;2499
19559657;488536;4278
19559734;488675;1532
19559888;488759;1931
19559907;488970;2205
19560094;489118;1732
19560150;489136;2825
19560444;489387;1006
19560910;489404;4975
19560921;489562;3052
19561015;489612;2057
19561105;489623;4463
19561456;489795;3060
19561634;489841;586
19561964;489902;3785
19562037;490048;4572
19562134;490111;2617
19562156;490141;5091
19562737;490336;1887
19562803;490592;3021
19563198;490627;4529
19563497;490764;1857
19563593;490883;5169
19563670;491050;2381
19564244;491231;3881
19564411;491378;1479
19564522;491518;3896
19564949;491521;2410
19564980;491645;3777
19565053;491668;2982
19565494;491844;3021
19566027;491885;950
19566341;491920;2831
19566813;491980;1195
19566838;492133;270
19567188;492142;1343
19567463;492231;3975
19567524;492302;3519
19567580;492342;1249
19567768;492476;732
19568046;492525;4556
19568563;492654;2601
19571286;493889;2659
19583225;500381;333
19588750;504612;3803
19595406;508400;3755
19595475;508558;1755
19595503;508625;411
19595779;508626;5172
19595850;508646;4968
19595976;508682;5038
19596085;508837;5140
19596187;508866;2999
19596534;508923;793
19615011;515713;5061
19616281;516569;1201
19616394;516616;2339
19616450;516647;2469
19619937;518752;2963
19620005;518769;2026
19620046;518949;4545
19620795;519031;1436
19620829;519319;4610
19620974;519371;1238
19621171;519655;4183
19621233;519663;1828
19621307;519700;289
19621523;519778;4572
19621682;519787;769
19621706;519796;1361
19622015;519925;4629
19622335;519995;2640
19622657;520233;805
19623123;520274;1243
19623427;520329;3680
19623968;520385;3456
19623999;520519;3699
19624108;520544;1033
19624334;520728;677
19625092;520864;786
19625234;520892;2348
19625405;520960;2883
19625672;521153;1335
19625698;521325;1252
19625975;521427;4216
19626036;521451;623
19626098;521505;4013
19626983;521812;1788
19627218;522019;2879
19627467;522025;5117
19627980;522049;824
19628075;522074;5096
19628296;522129;1275
19628761;522170;1456
19629082;522196;4291
19629234;522313;2853
19629474;522611;1463
19629682;522758;2592
19630207;522816;3792
19630451;522852;3405
19630718;522941;2306
19630819;523083;3031
19630983;523108;349
19631076;523143;2956
19631133;523240;226
19631289;523308;1071
19631290;523334;2839
19631713;523401;2115
19631764;523451;2935
19631836;523541;411
19632026;523963;3075
19632214;524057;1578
19632695;524308;2890
19632787;524339;4418
19632793;524384;1624
19632899;524388;329
19633012;524837;3085
19636291;525451;4915
19637349;525802;2767
19637406;525865;290
19642257;528840;600
19642756;528970;2366
19642899;529046;4835
19643062;529161;5084
19643251;529206;609
19644439;529219;396
19644501;529486;2744
19644676;529651;1063
19645159;529713;1207
19645633;529790;3371
19645741;529862;1928
19645760;529898;3901
19645975;530086;3451
19646064;530109;4465
19646109;530172;1064
19646287;530175;843
19646479;530187;1596
19646530;530217;1918
19646872;530283;1182
19647277;530287;3049
19647418;530358;2975
19648763;530368;4071
19649114;530526;4239
19649143;530695;651
19649229;530701;4243
19649800;530721;3933
19649930;530961;3468
19650452;531097;616
19650499;531143;483
19650940;531333;908
19651913;531418;4886
19652261;531490;3848
19652408;531551;2389
19652670;531788;4631
19652713;531835;343
19653219;532069;361
19653460;532240;4072
19653514;532244;1125
19653553;532299;3686
19653748;532350;782
19654398;532469;1732
19654874;532683;1524
19655005;532772;4777
19655038;532791;1457
19655152;532801;1553
19655184;532827;2762
19655325;532833;242
19655515;533001;76
19655633;533034;4945
19655757;533076;4363
19656365;533282;4857
19656454;533542;189
19657216;533661;2756
19657227;533771;2521
19657348;533865;642
19657481;533952;4933
19657785;534168;121
19657817;534169;1150
19658184;534194;1538
19658272;534309;3940
19658475;534443;1100
19658507;534552;1817
19659300;534597;821
19659830;534726;3529
19659989;534768;2768
19660233;534807;3950
19660239;534927;5051
19660456;534947;4641
19660727;534972;3405
19660848;534989;3430
19660898;534998;4117
19660909;535001;1795
19661938;535061;4307
19662056;535070;1982
19662317;535076;3147
19673050;539298;3940
19673130;539611;2786
19673735;539726;560
19673742;539816;1198
19674091;539996;1376
19674133;539997;14
19674406;540040;1420
19674716;540198;881
19674778;540199;4689
19675562;540203;898
19675946;540337;1270
19676080;540418;1062
19676956;540426;850
19677779;540442;4321
19677829;540604;1788
19678031;540656;4472
19678511;540664;1293
19679148;540710;3234
20000114;540766;5129
20001008;540881;2581
20001019;540897;4046
20001134;541149;2994
20001188;541312;552
20001619;541328;3144
20010006;541371;3646
20010049;541418;1476
20010058;541480;4377
20010107;541493;3437
20010111;541511;4518
20010178;541647;2865
20016432;551976;393
20101471;557521;3482
20101795;558712;4003
20105249;569666;1464
20107667;578234;1281
20107838;578856;809
20108445;580352;2536
20116397;601574;2026
20116425;601935;1498
20118997;607875;88
20119938;610424;4998
20120378;611440;651
20120446;611741;4544
20120561;611819;4747
20120624;611954;391
20120630;612138;4391
20120672;612237;1842
20120768;612440;1223
20120769;612485;4013
20120818;612630;1054
20120831;612825;1015
20120834;612882;235
20120940;613016;807
20120952;613126;4764
20120994;613372;5127
20121015;613534;5037
20121068;613595;3460
20121141;613644;1851
20121212;613715;1287
20121238;613735;4699
20121241;613847;69
20121313;613898;184
20121449;613999;346
20121464;614157;1874
20121538;614360;2950
20121565;614532;4495
20121658;614602;3044
20121664;614852;583
20121670;614859;4340
20121697;614878;635
20121758;614987;650
20121780;615078;1170
20121918;615113;3793
20122011;615140;4627
20122101;615179;1908
20122174;615243;261
20122319;615328;471
20122401;615454;1275
20122437;615509;3722
20122590;615694;1806
20122613;615755;3534
20122673;615889;4516
20122718;615913;3603
20122844;615918;2025
20122895;615950;1844
20122908;615952;3260
20122965;616072;1655
20123011;616142;765
20123163;616247;2236
20123189;616287;1329
20123232;616288;2188
20123299;616516;770
20123360;616655;1069
20123438;616734;4344
20123504;616835;2970
20123538;617021;80
20123581;617110;4035
20123637;617156;2421
20123649;617170;2496
20123724;617210;3033
20123925;617474;2799
20123963;617613;962
20123976;618174;626
20124007;618187;3017
20124116;618210;1694
20124161;618273;4558
20124248;618390;431
20124281;618513;3530
20124401;618605;1890
20124528;618677;2249
20124568;618860;3203
20124572;619135;1174
20124587;619210;173
20124639;619258;4688
20124689;619322;1203
20124694;619364;5179
20124719;619402;5151
20124761;619531;3977
20124768;619601;3185
20124777;619764;2693
20124791;619900;2914
20124837;619916;1066
20124852;619941;864
20124862;619975;3845
20124879;620249;4221
20124898;620502;4334
20124963;620515;2916
20124989;620590;3980
20125023;620770;4524
20125107;620913;2635
20125168;620997;537
20125180;621228;3210
20125224;621229;5067
20125234;621275;2521
20125342;621383;4861
20125352;621462;5182
20125416;621488;1650
20125464;621604;682
20125542;621741;3489
20125737;621792;3042
20125809;621908;3078
20125830;621996;1224
20125847;622058;868
20125906;622086;930
20125971;622179;3746
20125997;622202;4510
20126017;622211;525
20126042;622280;3736
20126119;622487;2569
20126124;622517;3719
20126142;622554;2201
20126148;622582;1990
20126367;622746;4962
20126407;622797;619
20126425;622835;3891
20126426;622874;3074
20126580;623017;2827
20126603;623074;2331
20126630;623289;4496
20126658;623537;4363
20126711;623641;5040
20126777;623668;2497
20126782;623708;5102
20126806;623868;4105
20126857;623899;4378
20126876;623986;840
20126884;624007;1520
20126942;624180;581
20126982;624323;311
20127012;624481;4559
20127028;624601;651
20127044;624714;834
20127119;624745;384
20127281;624759;4547
20127305;624835;4260
20127683;624842;2943
20127709;624868;3618
20127790;624984;5092
20127807;625026;1990
20127842;625162;4161
20127912;625326;1128
20127915;625355;4017
20127926;625536;1850
20127929;625645;1758
20141051;640227;2010
20142054;640970;595
20144891;643016;5103
20145083;643103;3026
20145107;643296;2358
20145232;643533;1400
20145389;643561;4230
20145671;643641;2704
20145737;643956;5005
20145942;644102;5033
20146075;644138;967
20146251;644417;2843
20146282;644648;1206
20146354;644981;3532
20146379;645006;2166
20146430;645320;3029
20146568;645395;93
20146733;645408;1087
20146795;645492;2960
20146837;645512;4293
20147128;645567;4536
20147320;645935;1458
20147332;646019;4747
20147457;646165;2583
20147547;646191;2177
20147696;646232;2794
20147710;646254;2896
20147756;646436;210
20147817;646653;2986
20147929;646738;4536
20148229;646810;1076
20148237;646871;3646
20148263;647136;1112
20148583;647144;1671
20148631;647169;2241
20148694;647178;4915
20148724;647184;903
20148852;647195;1461
20149045;647257;5087
20149055;647281;3714
20149285;647311;278
20149427;647313;745
20149868;647351;3464
20149937;647482;5045
20149950;647754;135
20150117;647879;807
20150186;647907;2208
20150307;647962;1498
20150409;647963;3537
20150454;648040;3617
20150720;648105;1901
20150785;648440;2148
20150958;648527;1238
20150980;648686;4316
20151112;648774;139
20151138;648826;3409
20151270;648882;4634
20151276;648907;3798
20151360;649123;4750
20151361;649152;4528
20151426;649298;4792
20151462;649344;2912
20151479;649425;1567
20151563;649448;1994
20151696;649501;3921
20151734;649560;4745
20151771;649626;541
20152668;649758;3825
20152737;649768;3237
20152775;649864;4567
20153002;649970;422
20153244;650000;617
20153795;650011;4439
20154340;650165;2155
20154406;650167;415
20154493;650274;2958
20154604;650381;4736
20155482;650392;5120
20155546;650467;43
20155629;650523;3041
20156078;650753;2400
20156262;650988;3069
20156322;651115;2292
20156509;651134;629
20156549;651256;3030
20156777;651271;793
20157317;651331;4371
20157604;651395;518
20158150;651406;1408
20158636;651457;2141
20158755;651458;827
20158834;651463;2601
20158913;651466;891
20159050;651469;3646
20159200;651630;1817
20159280;651685;5167
20159461;651692;683
20159520;651747;387
20159749;651761;952
20160332;651799;2215
20161444;652120;2448
20161573;652160;461
20161783;652165;3147
20162335;652311;3964
20162490;652357;990
20162521;652687;5180
20162556;652750;1924
20162611;652849;588
20162788;652937;4992
20162835;652938;4638
20163007;653162;851
20163078;653256;3973
20163092;653290;3005
20163566;653382;1203
20163581;653404;2610
20164132;653515;4423
20164274;653692;1664
20164526;653780;1784
20164538;653822;237
20164813;653832;4053
20164956;653929;2563
20165051;653960;4047
20165149;653961;3787
20165255;653967;1437
20166037;654024;2252
20166060;654149;1066
20166323;654215;1504
20166369;654218;2057
20166535;654295;2485
20166684;654326;1833
20166809;654510;4113
20167032;654593;4035
20167422;654786;1082
20167605;654896;3424
20167626;655077;1327
20167672;655189;3600
20167813;655359;1274
21000039;655431;3208
21000065;655438;3817
21000154;655450;3123
21000165;655580;1467
21000172;655705;2996
21000179;655771;4886
21000183;655842;1
21000217;655892;950
21000241;655951;1273
21000249;655957;1391
21000303;656010;4209
21000317;656463;4809
21000342;656776;3269
21000361;656851;3316
21000443;656947;3131
21000472;656974;3518
21000491;657091;3137
21000539;657153;2007
21000553;657229;2883
21000562;657269;139
21000587;657277;2781
21000684;657307;947
21000690;657332;4553
21000738;657358;2385
21000747;657399;3348
21000754;657444;4065
21000760;657446;112
21000774;657598;4885
21000776;657671;3244
21000795;657872;4918
21000826;657987;3327
21000829;658019;3338
21000857;658038;2079
21000865;658054;2585
21000883;658388;2305
21000893;658471;831
21000906;658496;4496
21000946;658583;2714
21000967;658801;3859
21001006;658968;2203
21001050;659012;667
21001062;659074;4532
21001069;659097;5126
21001074;659296;4090
21001104;659481;1382
21001152;659529;2974
21001159;659656;3434
21001162;659728;1415
21001169;659787;4012
21001180;660114;4187
21001203;660116;4213
21001229;660308;806
21001268;660318;490
21001357;660402;4212
21001395;660407;1635
21001401;660525;5132
21001402;660909;1027
21001453;661252;137
21001532;661266;1989
21001546;661527;3298
21001549;661713;5008
21001566;661733;1382
21001567;661884;2810
21001572;661957;1241
21001613;662057;2558
21001732;662209;3489
21001737;662306;369
21001917;662493;3426
21001935;662575;99
21001941;662660;4096
21001946;662708;3193
21002020;662734;827
21002048;662800;711
21002055;663031;4282
21002061;663038;4792
21002067;663061;1791
21002092;663216;2831
21002103;663275;2083
21002124;663301;4201
21002134;663309;617
21002276;663316;1349
21002325;663332;4766
21002351;663386;2826
21002355;663409;526
21002415;663679;1313
21002418;663704;2883
21002449;663807;1286
21002461;663844;4668
21002483;663904;1574
21002554;664144;4084
21002572;664333;1412
21002597;664353;4062
21002600;664379;4095
21002611;664502;2725
21002618;664518;1157
21002628;664554;3066
21002654;664564;5131
21002657;664637;3720
21002694;664678;1998
21002738;664729;5169
21002750;664838;4746
21002794;664853;1713
21002801;665056;805
21002910;665101;3121
21002925;665276;824
21002966;665313;3672
21003012;665317;4089
21003019;665556;2353
21003024;665712;4342
21003039;665721;4161
21003124;665914;3052
21003162;665954;3209
21003200;666039;3134
21003212;666104;3304
21003239;666322;1425
21003240;666408;2427
21003255;666601;423
21003271;666629;2273
21003308;666646;977
21003377;666662;4193
21003394;666676;606
21003415;666785;4716
21003432;666952;953
21003490;667158;3314
21003492;667229;2882
21003506;667287;4744
21003597;667307;172
21003623;667395;3402
21003646;667556;5145
21003657;667631;3706
21003685;667736;4761
21003695;667819;5089
21003750;667983;1951
21003808;668033;4192
21003816;668053;4364
21003868;668141;170
21003889;668152;4842
21003918;668279;1756
21003947;668281;752
21004020;668319;623
21004032;668356;802
21004036;668385;1186
21004038;668458;4559
21004071;668517;4267
21004075;668521;3265
21004079;668607;608
21004080;668611;1409
21004163;668925;2729
21004166;668938;3044
21004211;668950;878
21004256;669231;4565
21004285;669288;3082
21004330;669306;1898
21004344;669514;1148
21004359;669520;1706
21004405;669632;307
21004422;669923;5015
21004450;670103;3941
21004493;670130;3630
21004519;670168;3167
21004563;670255;1964
21004593;670289;4255
21004615;670422;1119
21004631;670505;589
21004635;670523;2242
21004676;670526;3150
21004677;670580;601
21004696;670643;1253
21004702;670649;26
21004712;670687;1488
21004729;670778;3061
21004744;670853;210
21004759;670904;1160
21004764;671008;744
21004804;671344;998
21004842;671516;3628
21004851;671781;4390
21004925;671842;3336
21004953;671893;3352
21005008;671938;4017
21005017;672042;357
21005021;672108;3028
21005023;672130;2544
21005047;672363;3865
21005105;672521;2729
21005110;672576;3863
21005118;672646;1178
21005120;672771;1593
21005155;672899;3293
21005189;673161;3097
21005229;673270;3719
21005248;673468;3580
21005301;674018;3938
21005304;674075;556
21005366;674090;3933
21005368;674437;1794
21005458;674446;2358
21005467;674465;3541
21005496;674500;923
21005522;674548;674
21005549;674581;725
21005574;674611;1654
21005584;674702;2029
21005635;674855;1376
21005656;674893;4757
21005698;674997;1183
21005774;675172;5054
21005816;675269;1417
21005831;675274;1489
21005834;675398;2825
21005878;675462;1031
21005909;675567;1747
21005929;675599;3560
21005934;675832;2877
21005946;675840;4489
21005961;675978;99
21005964;675979;1039
21005974;676047;1432
21005977;676124;2090
21005992;676204;3775
21006053;676303;1265
21006074;676483;96
21006075;676484;4531
21006196;676628;3283
21006228;676804;2221
21006239;676936;1001
21006289;677195;3194
21006330;677225;2338
21006377;677427;374
21007397;680656;3798
21007400;680701;4524
21007504;680908;3071
21007517;680949;1900
21007600;681005;1365
21007645;681055;3791
21007646;681156;5068
21007656;681249;3473
21007680;681342;2833
21007685;681710;2751
21007727;681789;2309
21007728;682033;3317
21007735;682140;1827
21007755;682174;1710
21007778;682236;1091
21007916;682318;193
21007951;682376;4005
21007982;682504;4530
21007988;682544;2661
21007996;682671;2098
21008039;682735;3813
21008121;682957;2337
21008184;683231;4850
21008195;683579;2581
21008204;683724;584
21008215;683813;4909
21008231;684067;2155
21008240;684124;1257
21008249;684132;1298
21008303;684523;4805
21008351;684543;3985
21008410;684596;5040
21008414;684706;614
21008501;684717;4106
21008514;684723;885
21008515;684786;3150
21008545;684927;1394
21008561;684970;1120
21008586;685041;4466
21008597;685279;774
21008615;685300;4873
21008634;685335;2007
21008696;685367;4496
21008730;685625;2650
21008749;685724;4956
21008807;685768;1928
21008816;685794;3394
21008893;686089;3354
21008949;686096;2307
21009000;686125;4132
21009006;686207;16
21009013;686296;2051
21009022;686310;421
21009050;686345;4740
21009089;686413;661
21009108;686440;3613
21009145;686484;1059
21009163;686522;3084
21009164;686569;4027
21009175;686673;1342
21009202;686782;134
21009209;687157;3854
21009261;687387;2756
21009342;687452;4235
21009394;687587;2551
21009425;687697;776
21009432;687883;4720
21009460;688048;2507
21009535;688139;1458
21009620;688236;4003
21009636;688308;3304
21009655;688343;5014
21009658;688502;768
21009756;688507;2833
21009787;688721;4885
21009791;688766;2596
21009848;688802;2525
21009930;688817;1090
21009944;688873;4281
21009945;688877;671
21009967;688908;4056
21009994;688909;4393
21010185;688924;1862
21010188;688949;2562
21010227;688962;3318
21010265;689145;3334
21010337;689373;383
21010360;689388;64
21010375;689433;723
21010392;689455;4738
21010425;689599;3856
21010534;689618;619
21010555;689670;3999
21011074;690895;2780
21011130;691131;2809
21011141;691276;39
21011263;691349;2321
21011330;691462;1908
21011381;691703;713
21011383;691811;3174
21011388;691861;4769
21011400;692012;406
21011409;692032;1760
21011413;692057;667
21011415;692183;954
21011462;692186;4069
21011469;692274;2923
21011470;692320;4300
21011498;692423;2707
21011508;692449;1628
21011523;692593;2152
21011529;692702;2974
21011543;692716;4954
21011562;692874;2056
21011599;692959;121
21011605;692984;1242
21011610;693012;4418
21011621;693104;2272
21011624;693126;3489
21011644;693261;3286
21011647;693350;949
21011904;693880;4593
21011925;693882;1141
21011926;693930;2314
21011927;693931;1950
21011929;694014;4628
21012032;694136;1772
21012053;694431;427
21012131;694866;5018
21013908;700763;2873
21013911;700905;402
21013936;700972;1466
21013956;701038;4096
21013973;701110;487
21013985;701124;248
21014009;701435;1054
21014051;701518;1105
21014059;701534;4688
21014114;701600;4240
21014123;701614;2533
21014159;701676;4394
21014201;701759;64
21014251;701936;1063
21014330;701961;3086
21014349;702041;3453
21014363;702085;3872
21014374;702123;1083
21014376;702272;2345
21014389;702339;4793
21014476;702377;1495
21014500;702381;3835
21014506;702413;2600
21014556;702441;1560
21014577;702506;3704
21014635;702633;1556
21014650;702660;4777
21014661;702683;2167
21014693;702770;4935
21014712;703054;4630
21014715;703097;2049
21014733;703259;3449
21014783;703267;1858
21014867;703419;4672
21014891;703466;2252
21014897;703578;2179
21014938;703650;2343
21014988;703677;5127
21015010;703715;1052
21015049;703771;3185
21015063;703792;919
21015076;703794;4461
21015082;703888;3836
21015124;704021;2471
21015131;704250;2629
21015133;704254;30
21015161;704276;4901
21015162;704321;3343
21015208;704338;625
21015211;704460;1480
21015233;704553;4058
21015273;704587;1058
21015280;704847;1259
21015317;704883;2329
21015365;705219;4845
21015483;705226;838
21015497;705236;4864
21015519;705276;1679
21015534;705326;1356
21015543;705363;3498
21015566;705391;4744
21015576;705407;2232
21015581;705487;1873
21015586;705494;1512
21015588;705795;3734
21015599;705837;1701
21015605;705885;2915
21015639;706183;2277
21015676;706376;331
21015708;706436;2958
21015777;706461;1781
21015915;706508;1215
21015943;706650;4676
21015953;706702;573
21016051;706969;4488
21016057;707131;2607
21016061;707343;4913
21016108;707524;4340
21016121;707573;3004
21016157;707609;430
21016198;707613;308
21016203;707757;3904
21016265;707778;1154
21016266;707819;1232
21016283;708040;1044
21016305;708351;563
21016313;708355;4988
21016415;708628;4068
21016429;708642;1428
21016445;708709;4718
21016469;708719;599
21016502;708748;728
21016512;708795;3553
21016539;708809;756
21016565;708984;1692
21016583;709012;1128
21016600;709033;1769
21016640;709272;3773
21016693;709513;1520
21016766;709587;4099
21016794;709631;822
21016802;709705;4592
21016811;709811;4149
21016815;709838;94
21016842;709899;797
21016867;709998;2790
21016879;710087;3298
21016899;710199;4851
21016922;710210;3599
21017064;710421;4081
21017093;710499;2446
21017132;710606;2558
21017160;710704;1197
21017189;710744;653
21017200;710828;5100
21017336;711308;4734
21017459;711337;1649
21017479;711384;2887
21017489;711417;872
21017499;711473;5013
21017503;711527;551
21017613;711667;980
21017791;711672;1509
21017804;711691;1019
21017836;711860;4308
21017877;711889;1021
21018000;711946;4565
21018011;711947;1570
21018089;711957;1989
21018122;712027;3366
21018148;712030;4083
21018150;712075;3806
21018166;712134;1448
21018174;712222;2428
21018190;712343;772
21018288;712445;2121
21018323;713080;3659
21018347;713131;1088
21018367;713186;4550
21018389;713230;1497
21018433;713250;4692
21018443;713268;3422
21018486;713336;3790
21018497;713360;4585
21018520;713419;3863
21018536;713567;3137
21018537;713639;2973
21018587;713924;4674
21018590;714023;625
21018610;714043;3631
21018615;714068;433
21018623;714077;468
21018626;714217;1949
21018658;714240;2582
21018660;714288;3141
21018676;714399;1658
21018727;714683;2937
21018782;714721;4937
21018796;714907;2224
21018875;714996;4628
21018900;715021;112
21018905;715024;656
21018961;715128;1315
21018994;715190;4514
21019003;715215;1327
21019025;715439;4568
21019038;715606;3584
21019139;715719;1338
21019152;715759;2365
21019192;716041;3543
21019216;716082;4645
21019234;716321;3292
21019267;716366;3210
21019272;716387;1145
21019324;716424;4648
21019348;716427;2547
21019363;716538;2149
21019392;716637;2422
21019394;716671;5079
21019397;716711;5036
21019488;716750;2733
21019513;716823;3334
21019557;717048;207
21019562;717049;847
21019607;717160;1174
21019618;717284;338
21019633;717479;2665
21019748;717745;2815
21019784;717789;4184
21019800;717854;3267
21019802;717931;4946
21019812;718021;4250
21019910;718142;4916
21019917;718326;3129
21019938;718563;3254
21019940;718601;1555
21019945;718722;4860
21019975;718775;3123
21019978;718789;2952
21020009;718889;1976
21020074;719002;4274
21020164;719092;572
21020194;719123;3360
21020207;719271;4067
21020247;719390;382
21020331;719557;965
21022704;727129;5180
21024431;733604;399
21026461;737118;660
21028433;743487;405
21030346;748802;4392
21033686;760242;3345
21035354;765646;4237
21035394;765721;779
21035422;765892;4076
21035425;765993;5037
21035462;766026;3034
21035503;766072;163
21035510;766213;4507
21035677;766334;2104
21035688;766372;1923
21035702;766395;1682
21035722;766404;4016
21035755;766882;4527
21035765;766962;3910
21035773;766971;3968
21035786;767255;700
21035788;767377;4186
21035842;767402;5094
21035845;767405;1674
21035856;767538;3258
21035886;767556;3843
21035916;767569;3711
21035923;767594;25
21035934;767701;2695
21035968;767744;454
21035974;767764;2112
21035992;767816;1750
21036044;767891;53
21036049;767905;98
21036055;768129;3582
21036100;768156;5111
21036147;768422;5107
21036165;768537;3065
21036168;768697;3602
21036217;768804;103
21036235;768868;1861
21036236;769047;1589
21036267;769110;4314
21036277;769132;143
21036332;769176;4016
21036421;769187;3797
21036427;769321;5109
21036462;769366;21
21036470;769452;4128
21036479;769499;594
21036535;769521;2715
21036604;769730;4942
21036616;769921;3870
21036641;769938;4057
21036699;769965;1576
21036713;770002;2689
21036737;770023;598
21036744;770086;3021
21036898;770203;306
21036930;770378;1944
21036967;770589;3517
21036973;770730;5018
21036984;770778;1099
21037016;770800;2035
21037031;770856;5005
21037043;770956;1407
21037072;771172;1715
21037101;771178;3707
21037124;771266;702
21037136;771276;4577
21037140;771332;1765
21037153;771489;4138
21037234;771700;3301
21037252;771869;1700
21037263;771894;4659
21037286;771913;1264
21037300;772165;1863
21037408;772194;1129
21037486;772204;1411
21037494;772243;3000
21037567;772269;1292
21037587;772332;1242
21037603;772420;4004
21037613;772467;1172
21037683;772492;2114
21037698;772493;2228
21037731;772640;759
21037750;772696;3188
21037791;773330;889
21037801;773347;1879
21037826;773414;1451
21037829;773661;4147
21037835;773716;2954
21037905;773903;5022
21037931;774131;1507
21037949;774330;1312
21037973;774334;2734
21038026;774369;788
21038116;774742;674
21038187;774813;2558
21038191;774915;3176
21038252;774939;4618
21038275;775134;2593
21038299;775355;84
21038319;775420;4959
21038424;775542;2803
21038425;775577;1292
21038473;775578;669
21038513;775677;3639
21038706;775704;2815
21038720;775708;4200
21038725;775817;1715
21038752;775839;8
21038821;775845;1038
21038829;775903;2733
21038862;776001;2900
21038892;776162;4982
21038897;776166;202
21038904;776238;676
21038934;776374;4540
21038960;776638;2293
21039004;776732;3974
21039027;776747;1644
21039072;776801;3850
21039074;776805;1010
21039091;777063;3058
21039106;777188;3949
21039131;777236;535
21039201;777373;359
21039221;777394;1971
21039255;777469;885
21039264;777529;587
21039341;777571;3263
21039422;777662;1305
21039443;777949;3134
21039496;777986;1437
21039525;778109;2724
21039540;778256;3260
